X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,4.200000e-04,5.000000e-07
0,2.88e+00,4.96e+00,
1,3.12e+00,4.88e+00,
2,3.04e+00,4.96e+00,
3,3.28e+00,4.88e+00,
4,3.28e+00,4.96e+00,
5,3.52e+00,4.88e+00,
6,3.36e+00,4.96e+00,
7,3.60e+00,4.88e+00,
8,3.52e+00,5.20e+00,
9,3.76e+00,4.88e+00,
10,3.60e+00,4.96e+00,
11,3.84e+00,4.88e+00,
12,3.76e+00,4.96e+00,
13,3.92e+00,4.88e+00,
14,3.84e+00,4.88e+00,
15,4.08e+00,5.04e+00,
16,3.92e+00,4.88e+00,
17,4.16e+00,5.04e+00,
18,4.08e+00,5.04e+00,
19,4.24e+00,4.88e+00,
20,4.24e+00,5.04e+00,
21,4.40e+00,4.88e+00,
22,4.32e+00,5.04e+00,
23,4.56e+00,4.88e+00,
24,4.40e+00,4.88e+00,
25,4.64e+00,5.04e+00,
26,4.64e+00,5.04e+00,
27,4.48e+00,4.88e+00,
28,4.56e+00,4.88e+00,
29,4.72e+00,5.12e+00,
30,4.64e+00,5.04e+00,
31,4.80e+00,4.88e+00,
32,4.80e+00,4.96e+00,
33,4.64e+00,4.88e+00,
34,4.72e+00,4.96e+00,
35,4.88e+00,4.88e+00,
36,4.72e+00,4.96e+00,
37,4.96e+00,4.88e+00,
38,4.80e+00,4.96e+00,
39,4.96e+00,4.88e+00,
40,4.96e+00,5.12e+00,
41,4.80e+00,4.88e+00,
42,4.80e+00,5.12e+00,
43,4.96e+00,4.88e+00,
44,4.96e+00,4.88e+00,
45,4.80e+00,5.12e+00,
46,4.96e+00,4.88e+00,
47,4.80e+00,5.20e+00,
48,4.96e+00,4.88e+00,
49,4.80e+00,5.12e+00,
50,4.96e+00,4.88e+00,
51,4.80e+00,5.12e+00,
52,4.80e+00,5.20e+00,
53,4.96e+00,4.88e+00,
54,4.88e+00,4.88e+00,
55,4.72e+00,5.12e+00,
56,4.88e+00,4.88e+00,
57,4.64e+00,5.12e+00,
58,4.80e+00,4.88e+00,
59,4.64e+00,5.12e+00,
60,4.72e+00,5.12e+00,
61,4.56e+00,4.88e+00,
62,4.64e+00,5.12e+00,
63,4.48e+00,4.88e+00,
64,4.64e+00,4.88e+00,
65,4.40e+00,5.12e+00,
66,4.56e+00,4.88e+00,
67,4.32e+00,5.12e+00,
68,4.48e+00,5.12e+00,
69,4.24e+00,4.88e+00,
70,4.32e+00,4.88e+00,
71,4.08e+00,5.20e+00,
72,4.16e+00,5.12e+00,
73,4.00e+00,4.88e+00,
74,4.08e+00,4.88e+00,
75,3.84e+00,5.12e+00,
76,4.00e+00,4.88e+00,
77,3.76e+00,5.12e+00,
78,3.84e+00,4.88e+00,
79,3.60e+00,5.20e+00,
80,3.76e+00,5.12e+00,
81,3.52e+00,4.88e+00,
82,3.60e+00,4.88e+00,
83,3.36e+00,5.12e+00,
84,3.52e+00,4.88e+00,
85,3.28e+00,5.12e+00,
86,3.28e+00,5.12e+00,
87,3.04e+00,4.88e+00,
88,3.20e+00,4.88e+00,
89,2.96e+00,5.12e+00,
90,3.04e+00,4.88e+00,
91,2.80e+00,5.12e+00,
92,2.88e+00,5.12e+00,
93,2.64e+00,4.88e+00,
94,2.72e+00,4.88e+00,
95,2.56e+00,5.12e+00,
96,2.64e+00,5.12e+00,
97,2.40e+00,4.88e+00,
98,2.48e+00,5.12e+00,
99,2.16e+00,4.88e+00,
100,2.24e+00,5.12e+00,
101,2.08e+00,4.88e+00,
102,2.16e+00,4.88e+00,
103,1.92e+00,5.20e+00,
104,2.00e+00,4.88e+00,
105,1.76e+00,5.12e+00,
106,1.84e+00,4.88e+00,
107,1.68e+00,5.12e+00,
108,1.68e+00,4.88e+00,
109,1.52e+00,5.20e+00,
